A.+Bogdan A.C.+Dragodan
Ted+Sheridan Julie+Sheehan
Teodor+Dume Teodora+Dumitru
Teodor+Groza Teodor+Jacota
Teodor+Jacota Teodora+Diaconu
Teodor+Laurean Teodor+Dume
Teodor+Lesenciuc Teodora+Popescu
Teodor+Mazilu Teodor+Dume
Teodor+Odea Teodora+Todea
Teodor+Plop Teodora+Popescu
Teodor+Rudenko Teodor+Dume
Teodor-Loren+Cap%BAa Teodor+Laurean
Teodora+Diaconu Andra+Diaconu
Teodora+Dumitru Teodor+Dume
Teodora+Popescu Andra+Popescu
Teodora+Todea Teodor+Odea
Teodoresu+Dorin Eleodor+Dinu
Teofil+B%E3laj Vlad+B%E3lan
Teppo+Gren John+Green
Thedor+Damian Teodora+Diaconu
Theodor+Gudila Teodor+Odea
Theodor+%AAerb%E3nescu Gheorghe+%AAerb%E3nescu
Theodore+Roethke Teodor+Jacota
Theophile+Gautier Gheorghe+Gabriel
Thom+Gunn%2C1929-2004 John+Donne%2C1572-1631
Thomas+Bailey+Aldric Thomas+Bailey+Aldrich
Thomas+Bailey+Aldrich Thomas+Bailey+Aldric
Thomas+Braun Thomas+Gray
Thomas+Campion Thomas+Braun
Thomas+Gray Thomas+Braun
Thomas+Hardy Thomas+Gray
Thomas+Hood Thomas+Hardy
Thomas+Love+Peacock Thomas+Hood
Thomas+Wyatt Thomas+Gray
Tiana+Badea Dania+Badea
Tiberiu+Juganaru Tiberiu+Luca
Tiberiu+Luca Tiberiu+Utan
Tiberiu+Utan Tiberiu+Luca
Tiberiu+Varga Tiberiu+Luca
Timis+Andu Mihai+Alexandru
Timotei+Cipariu Toma+Caragiu
Titina+Nica+%DEene Mircea+%DEenche
Titus+Gu%BA%E3 Iulia+Giu%BAc%E3
Toader+Ionu%FE Doina+Ione%FE
Toma+Adrian+Fren%FEiu Adrian+Cre%FEu
Toma+Caragiu Thomas+Braun
Toma+Coca Toma+Caragiu
Toma+Simona+Magdalena Anna+Magdalena+Mroz
Tomas+Transtromer Thomas+Braun
Tomasz+Gruca Thomas+Gray
Toma%9E+%8Aalamun Thomas+Braun
Toni+Chira Mihai+Chira
Toni+Ionescu Ion+Ionescu
Toth+A.+Arpad Toth+Arpad
Toth+Arpad Toth+A.+Arpad
Tozon+Shimazaki Toni+Chira
Traian+Abruda Adrian+Abrudan
Traian+Calancia Traian+Val
Traian+C%E3lin+Uba Ciprian+C%E3lin+Cugerean
Traian+Demetrescu Traian+Rot%E3rescu
Traian+Dorz Traian+Abruda
Traian+Reu Traian+Rot%E3rescu
Traian+Rot%E3rescu Traian+Demetrescu
Traian+T.+Co%BAovei Traian+Reu
Traian+Val Traian+Vasilc%E3u
Traian+Vasilc%E3u Traian+Val
Traian-Dinorel+St%E3nciulescu Gabriel+St%E3nciulescu
Tristan+Corbiere Tristan+Dereme
Tristan+Dereme Cristian+Dume
Tristan+Klingsor Tristan+Corbiere
Tristan+Tzara Adrian+Tarita
Tudor+Arghezi Tudor+George
Tudor+George Tudor+Gorgos
Tudor+Gheorghe+Calotescu Gheorghe+Ionescu
Tudor+Gorgos Tudor+George
Tudor+Iancu Tudor+Penescu
Tudor+Mihai Lidia+Mihai
Tudor+Mu%BAatescu Tudor+Penescu
Tudor+Negoescu Tudor+Penescu
Tudor+Penescu Tudor+Negoescu
Tudor+Rare%BA Tudor+George
Tudor+%AAerban Robert+%AAerban
Tudorel+Ciobotaru Maria+Ciobotariu
Tzu+Yeh Na+Ye
Tzu+Yeh%2C+cca+400+%EE.e.n. Tzu+Yeh%2Ccca+400+%EE.e.n.
Tzu+Yeh%2Ccca+400+%EE.e.n. Tzu+Yeh%2C+cca+400+%EE.e.n.
Udri%BAte+N%E3sturel Gabriel+P%E3dure
Ugo+Foscolo Igor+Ursenco
Umberto+Saba Pedro+Salinas
Urmuz Ana+Urma
Urszula+Koziol Mieczyslaw+Kozlowski
Uta+Pryzbos Zenovia+Priboi
Vachel+Lindsay%2C1879-1931 Charles+Kingsley%2C1819-1875
Valdi+Herman Vali+Or%FEan
Valentin+B%E3rbulescu Valentina+M%E3rculescu
Valentin+Busuioc Valentin+Ursu
Valentin+Chirc%E3 Valentina+Banic%E3
Valentin+Claudiu+Rusu Valentina+Maladoi
Valentin+Cojocaru Valentin+Ursu
Valentin+David Vasile+David
Valentin+Leahu Valentina+Graur
Valentin+Tufan Valentina+%AAtefan
Valentin+Ursu Valentina+Graur
Valentin+Vasile+Stanescu Dania+Vasilescu
Valentina+Asaftei Valentina+%AAtefan
Valentina+Banic%E3 Valentin+Chirc%E3
Valentina+Becart Valentina+Graur
Valentina+Geamba%BAu Valentina+Graur
Valentina+Graur Valentin+Ursu
Valentina+Maladoi Valentina+Asaftei
Valentina+M%E3rculescu Valentin+B%E3rbulescu
Valentina+%AAtefan Ecaterina+%AAtefan
Valer+Popean Valeriu+Perianu
Valeri+Briusov Valeriu+Barbu
Valeria+Calma+Ple%BAu Valeria+Tama%BA
Valeria+Iacob Valeria+Tamas+Iacob
Valeria+Iacob+Tama%BA Valeria+Tama%BA
Valeria+Mahok Valerian+Mihoc
Valeria+Merca Valeria+Mahok
Valeria+Moro%BAan Adrian+Moro%BAan
Valeria+Pintea Violeta+Pintea
Valeria+Tama%BA Valeria+Iacob+Tama%BA
Valeria+Tamas+Iacob Valeria+Iacob
Valerian+Bedrule Valeria+Merca
Valerian+Ciobanu Valerian+Mihoc
Valerian+Mihoc Valeria+Mahok
Valeriu+Armeanu Valeriu+Perianu
Valeriu+Barbu Valeri+Briusov
Valeriu+Butulescu Valeriu+Stancu
Valeriu+C%E2mpeanu Valeriu+C%EEmpeanu
Valeriu+Cercel Valeria+Merca
Valeriu+C%EEmpeanu Valeriu+C%E2mpeanu
Valeriu+Ene Valeria+Pintea
Valeriu+Gafencu Valeriu+Stancu
Valeriu+Marius+Ciungan Valeriu+Perianu
Valeriu+Perianu Valeriu+Sterian
Valeriu+Stancu Valeriu+Gafencu
Valeriu+Sterian Valeriu+Perianu
Valery+Becart Valentina+Becart
Vali+Iura%BAcu Alex+Iura%BAcu
Vali+Ni%FEu Vali+Or%FEan
Vali+Or%FEan Camelia+Opri%FEa
Varujan+Vosganian Paramahansa+Yogananda
Vasi+Cojocaru+Vulcan Vasi+Cojocaru-Vulcan
Vasi+Cojocaru-Vulcan Vasi+Cojocaru+Vulcan
Vasile+Alecsandri Vasile+%AAerban
Vasile+Bob-Fabian Vasile+Dobrian
Vasile+C%E2rlova Vasile+Coman
Vasile+Ciubot%E3ra%BAu Vasilica+Grigora%BA
Vasile+Coman Vasile+Romanciuc
Vasile+Culidiuc Vasile+Durloi
Vasile+Dan+Marchi%BA Vasile+Paul+Maxim
Vasile+D%E2ncu Vasile+Micu
Vasile+David Valentin+David
Vasile+Dobrian Vasile+Bob-Fabian
Vasile+Durloi Vasile+Dobrian
Vasile+Gavrilescu Mihai+Gavrilescu
Vasile+Ghinea Vasile+Gribincea
Vasile+Gribincea Vasile+Ghinea
Vasile+Iftime Vasile+Pin
Vasile+Ionac Vasile+Coman
Vasile+Larco Vasile+Ionac
Vasile+Lih%E3t Vasile+Pin
Vasile+Lungeanu Vasile+Munteanu
Vasile+Maricel+Grosu Vasile+Micu
Vasile+Micu Vasile+Militaru
Vasile+Mihalache Marin+Mihalache
Vasile+Militaru Vasile+Micu
Vasile+Munteanu Vasile+Lungeanu
Vasile+Neagu-Sc%E2nteianu Vasile+Munteanu
Vasile+Negu%BA Vasile+Micu
Vasile+Paul+Maxim Vasile+Durloi
Vasile+Petre+Fati Vasile+Pin
Vasile+Pin Vasile+Ghinea
Vasile+Romanciuc Vasile+Coman
Vasile+%AAerban Anca+%AAerban
Vasile+Tent Vasile+Pin
Vasile+Tudorache Vasile+Ionac
Vasile+Urdea Vasile+Ghinea
Vasile+Zamolxeanu Vasile+Coman
Vasili+Andreievici+Jukovski Vladimir+Maiakovski
Vasilica+Costea Camelia+Cristea
Vasilica+Grigora%BA Ioan+Grigora%BA
Vasilii+Parfeni Vasile+Pin
Vasko+Popa Dan+Popa
Vavila+Popovici Radmila+Popovici
Venedikt+Erofeev Benedykt+Koziel
Vera+Cr%E3ciun Petre+Cr%E3ciun
Vera+Pavlova Valeria+Iacob
Verner+von+Heidenstam Marilena+Ion+Cristea
Vero+Anttheia+Teodoru Veronica+Bobu
Veronica+Bobu Veronica+Buliga
Veronica+Buliga Veronica+Bobu
Veronica+Franco Veronica+Mocanu
Veronica+Micle Veronica+Mocanu
Veronica+Mocanu Veronica+Bobu
Veronica+N%E3stase Veronica+Popa
Veronica+Popa Veronica+Mocanu
Veronica+Porumbacu Veronica+Popa
Veronica+St%E3nil%E3 Viorica+S%E3l%E3jeanu
Victor+Becheanu Victor+Rechi%FEian
Victor+Cobzac Victor+Iacobescu
Victor+Denes Victor+Marinescu
Victor+Eftimiu Victor+Martin
Victor+Hugo Victor+Cobzac
Victor+Iacobescu Dumitru+Iacobescu
Victor+Marinescu Victor+Martin
Victor+Martin Viorel+Martin
Victor+Rechi%FEian Victor+Becheanu
Victor+Segalen Victor+Denes
Victor+%DEarin%E3 Victor+Martin
Victor+Tulbure Victor+Segalen
Victoria+Dicu Victoria+Erickson
Victoria+Erickson Victoria+Dicu
Victoria+Pepa Viorica+Pop
Vikram+Seth Monika+Toth
Viktor+Cernomorcenco Viorel+Coman
Viktor+Johan Victor+Becheanu
Vincent+Van+Gogh Vincent+Van+Gogh%2C+1853-1890
Vincent+Van+Gogh%2C+1853-1890 Vincent+Van+Gogh
Vincenzo+Cardarelli Daniela+Mardari
Vintil%E3+Nicu Horia+Vintil%E3
Violanda+Georgescu Adrian+Georgescu
Violet+Fane Violeta+Ionescu
Violeta+Anciu Violeta+Pifu
Violeta+Butnariu Violeta+Anciu
Violeta+Florentina+Ion Ioana+Florentina+Dobrin
Violeta+Ionescu Violeta+Anciu
Violeta+Pasat Violeta+Pintea
Violeta+Pifu Violeta+Anciu
Violeta+Pintea Valeria+Pintea
Violeta+S%E2rbu Violeta+Pifu
Violetta+Petre Nicoleta+Petre
Viorel+Birtu+P%EEr%E3ianu Mirela+Br%E3ilean
Viorel+Coman Vasile+Coman
Viorel+Daniel+Pop Viorica+Pop
Viorel+Gongu Viorel+Coman
Viorel+Ilisoi Viorica+Iliescu
Viorel+Ionu%FE+Pascan Ionu%FE+Popa
Viorel+Martin Victor+Martin
Viorel+Mitea Viorel+Muha
Viorel+Muha Viorel+Mitea
Viorel+Ploe%BAteanu Viorel+Coman
Viorel+Tru%BAc%E3 Mirela+Tufi%BAi
Viorel+Vasilescu Florin+Vasilescu
Viorel+Vintila Viorel+Mitea
Viorela+Codreanu+Tiron Viorel+Coman
Viorica+Clinciu Viorica+Iliescu
Viorica+Graf Viorica+Pop
Viorica+Hagianu Sorin+Hagianu
Viorica+Iliescu Viorica+Clinciu
Viorica+Mariniuc Viorica+Clinciu
Viorica+Pop Viorina+Pop
Viorica+S%E3l%E3jeanu Veronica+St%E3nil%E3
Viorina+Pop Viorica+Pop
Virgil+Carianopol Virginia+Carianopol
Virgil+Ciuca Virgil+Raicu
Virgil+Mazilescu Virgil+Raicu
Virgil+Mihaila Virgil+Mazilescu
Virgil+Petcu Virgil+Raicu
Virgil+Raicu Virgil+Mazilescu
Virgil+R%E3ze%BAu Virgil+Petcu
Virgil+Teodorescu Dorin+Teodorescu
Virgil+Titarenco Virgil+Carianopol
Virgiliu-Andrei+State Andrei+Badea
Virginia+Baran Virginia+Carianopol
Virginia+Carianopol Virgil+Carianopol
Virginia+P%E2rvu Virginia+Baran
Virginia+Radu+Gavril%E3 Sofia+Doina+Gavril%E3
Vistiana+Long Cristian+Lungu
Vivian+Lamarque Ciprian+Emanuel
Vivian+Ryan+Danielescu Mariana+Daniela+Bidascu
Viviana+Milivoievici Bianca+Marcovici
Vlad+B%E3lan Simona+B%E3lan
Vlad+Burdoiu Violeta+Butnariu
Vlad+Chirinciuc Vlad+Colceriu
Vlad+Claudiu+Pruteanu Valentin+Claudiu+Rusu
Vlad+Colceriu Vlad+Chirinciuc
Vlad+Flavius Vladimir+Marius
Vlad+Gil Vlad+Spita
Vlad+Ib%E3nescu Cezar+Iv%E3nescu
Vlad+Mischevca Vlad+Sibechi
Vlad+Opran Vlad+Spita
Vlad+Scutelnicu Petru+Scutelnicu
Vlad+Sibechi Vladimir+Nichita
Vlad+Solomon Vladimir+Holan
Vlad+Spita Vlad+Opran
Vlad+St%E2ngu Violeta+S%E2rbu
Vladimir+Alexandru+Unterfingher Dumitru+Alexandru+Gheras
Vladimir+Gutan Vladimir+Holan
Vladimir+Holan Vladimir+Gutan
Vladimir+Maiakovski Vladimir+Marius
Vladimir+Marius Vladimir+Maiakovski
Vladimir+Negru Vladimir+Marius
Vladimir+Nichita Vladimir+Gutan
Vladimir+Potlog Vladimir+Holan
Vladimir+Sosiura Vladimir+Gutan
Vl%E3du%BAel+Ileana Vlad+B%E3lan
Vl%E3du%FE+Matei Ilie+Vl%E3du%FE
Volodea+Gavril Vasile+Gavrilescu
W.H.+Davies William+H.+Davies
W.S.+Gilbert W.S.+Merwin
W.S.+Merwin W.S.+Gilbert
Waclaw+Kostrzewa Mihaela+Borzea
Wafi+Salih Walter+Raleigh
Wallace+Stevens James+Stephens
Walt+Whitman Walt+Witman
Walt+Witman Walt+Whitman
Walter+Alexander+Raleigh Walter+Raleigh
Walter+Chiurlea Walter+D.+Wintle
Walter+D.+Wintle Walter+Chiurlea
Walter+de+la+Mare Walter+Savage+Landor
Walter+Raleigh Walter+Alexander+Raleigh
Walter+Savage+Landor Walter+de+la+Mare
Walter+Scott Walter+D.+Wintle
Wang+Wei Mang+Ke
Wang+Zhihuan Yang+Zi
Warsan+Shire Marian+Lie
Wei+Yingwu Wen+Tingjun
Weldon+Kees John+Keats
Wen+Tingjun Wei+Yingwu
Wen+Yiduo Wei+Yingwu
Wendy+Cope Leonard+Cohen
Wilfred+Owen Alfred+de+Vigny
Wilhelm+Valentin+Morariu Valentin+Cojocaru
William+Arthur+Ward William+Aytoun
William+Aytoun William+Martin
William+Blake William+Shakespeare
William+Blake%2C1757+%961827 William+Blake
William+Butler+Yeats William+Butler+Yeats%2C+1865+-+1939
William+Butler+Yeats%2C+1865+-+1939 William+Butler+Yeats
William+C.+Hannan William+H.+Davies
William+Carlos+Williams Oscar+Williams
William+Cowper William+Motherwell
William+Cullen+Bryant William+Butler+Yeats
William+Ernest+Henley William+Shakespeare
William+H.+Davies W.H.+Davies
William+Martin William+Aytoun
William+Motherwell William+Cowper
William+Shakespeare William+Blake
William+Spychalski William+Shakespeare
William+W.+Purkey William+Blake
William+Wordsworth William+Cowper
Winfred+Ernest+Garrison Ernest+Dowson
Wislawa+Szymborska Wit+Jaworski
Wit+Jaworski Wojciech+Kawinski
Wojciech+Kawinski Wojciech+Wiercioch
Wojciech+Wiercioch Wojciech+Kawinski
Wolf+von+Aichelburg J.+Wolfgang+von+Goethe
Wu+Yingtao Wei+Yingwu
Wystan+Hugh+Auden Langston+Hughes
Xander+Ela Alexander+Blok
Xi+Chuan Jin+ChangXu
Yang+Zi Wang+Wei
Yau+Ywe-Hwa Na+Ye
Yehuda+Amichai Huang+Lihai
Yiannis+Ritsos Gianni+Rodari
Yu+Xiuhua Xi+Chuan
Yuan+Haowen Guan+Daosheng
Yuan+Mei Yang+Zi
Yue+Fu Du+Fu
Yvan+Goll Eva+Goes
Yvette+Christians%EB Christian+Bobin
Zaharia+Stancu Mihai+Stanciuc
Zbigniew+Herbert Zbigniew+Teper
Zbigniew+Milewski Zbigniew+Teper
Zbigniew+Teper Zbigniew+Herbert
Zeciu+Anca+Cristina Alina+Cristian
Zena+Jinga Meng+Jiao
Zeno+Ghi%FEulescu Leliana+R%E3dulescu
Zenovia+Priboi Zenovia+Priboi%26%238206%3B
Zenovia+Priboi%26%238206%3B Zenovia+Priboi
Zhai+Yongming Zhang+Jiuling
Zhang+Bi Yang+Zi
Zhang+Jiuling Zhang+Bi
Zofia+Walas Dorina+Baila
Zoia+Alecu Zorica+Zlatcu
Zorica+La%FEcu Zorica+Zlatcu
Zorica+Zlatcu Zorica+La%FEcu
